ID,region,area,year_built,floor,num_parking,elevator,subway_distance,price
1799,Seoul,53.25,1989,21.0,0.87,0,3.0,94652.33
2764,Busan,64.71,1990,12.0,1.32,0,0.97,108621.74
3407,Rural,75.95,1983,29.0,1.11,1,0.3,104929.56
1190,Daegu,59.14,2012,16.0,1.31,1,0.51,93331.22
3037,Busan,92.75,1992,1.0,1.08,1,0.21,143273.35
3034,Seoul,77.35,1981,17.0,1.51,1,1.29,138040.4
2717,Busan,67.94,1997,5.0,,1,0.29,116411.6
1690,Daegu,67.56,2013,5.0,0.68,1,0.98,97674.13
116,Rural,63.31,1987,13.0,1.07,1,1.44,83265.75
1939,Busan,55.18,1993,28.0,,1,2.96,84260.42
3359,Daegu,,2013,27.0,1.55,1,1.28,118055.56
3233,Seoul,101.59,2005,15.0,0.92,1,1.65,160478.98
3265,Daegu,106.79,1998,16.0,1.91,1,2.41,166555.71
3440,Rural,52.57,1997,4.0,1.02,0,4.27,59077.54
2370,Daegu,101.1,1992,8.0,1.08,1,0.78,152189.94
2579,Seoul,53.65,1981,,0.66,1,1.81,94767.42
673,Seoul,136.81,1992,16.0,1.48,1,2.25,195958.9
2399,Busan,86.83,2019,7.0,1.09,1,2.35,140195.25
3012,Seoul,59.1,2003,7.0,0.78,1,0.14,114661.81
1110,Seoul,83.94,2017,25.0,0.58,1,0.42,141798.72
2067,Seoul,103.09,1983,25.0,,1,0.57,160275.24
592,Busan,81.93,1986,16.0,1.05,1,0.37,128219.25
2047,Seoul,115.68,2001,26.0,0.85,1,2.11,182515.28
3253,Busan,,2005,9.0,1.32,1,0.79,154053.55
2971,Seoul,105.57,2018,17.0,1.02,1,1.64,160280.4
889,Seoul,,2004,27.0,0.78,1,0.96,162286.56
2226,Busan,81.73,2000,4.0,1.81,0,1.85,126296.94
2988,Busan,,2009,22.0,0.6,1,0.61,90327.54
1577,Seoul,30.0,2021,29.0,0.77,0,0.1,82272.73
2285,Seoul,30.0,2014,28.0,1.33,1,5.56,74784.76
1715,Seoul,68.47,1982,5.0,1.55,1,0.83,125637.89
214,Seoul,82.64,1991,18.0,0.87,1,0.7,142901.39
779,Daegu,88.27,2018,,0.51,1,3.42,115494.76
3209,Busan,104.39,1991,4.0,0.8,1,0.65,156620.66
1449,Rural,73.59,2002,8.0,1.84,1,0.1,97604.76
2169,Daegu,107.41,2007,2.0,0.83,1,0.52,167879.25
801,Daegu,30.0,1986,13.0,1.15,1,0.52,64907.24
2888,Busan,103.47,2006,19.0,1.87,1,3.63,154960.76
1994,Seoul,87.37,2015,27.0,1.09,1,,142638.47
3167,Rural,109.52,2014,12.0,,1,2.19,150370.71
1568,Seoul,69.96,2002,5.0,1.54,1,,125003.68
2669,Daegu,62.85,1992,27.0,0.89,1,0.89,109742.27
3107,Daegu,63.66,2008,28.0,1.65,1,0.83,100080.86
1519,Seoul,132.33,2002,3.0,1.38,1,3.47,189727.85
2065,Seoul,,1983,18.0,0.98,1,2.15,126875.72
3164,Busan,58.48,1990,23.0,1.22,1,0.13,94470.55
1344,Daegu,86.08,1992,,1.63,1,,126689.31
274,Rural,91.17,2004,27.0,0.63,1,1.62,115411.3
72,Seoul,,1995,25.0,0.61,1,1.43,123529.19
721,Rural,70.97,2015,1.0,1.31,1,1.21,104391.52
1741,Daegu,,2022,6.0,1.69,1,1.52,83188.81
1088,Seoul,44.17,2000,23.0,1.95,1,1.86,105410.67
395,Seoul,,1982,24.0,1.28,1,2.4,100093.04
584,Seoul,120.71,2010,2.0,0.67,1,0.4,199272.47
3387,Seoul,43.06,1981,24.0,,1,0.51,101215.85
2358,Seoul,100.42,2005,24.0,1.67,1,2.15,151511.39
2365,Busan,73.16,2006,7.0,1.51,1,0.65,112655.18
501,Daegu,57.38,2003,12.0,1.74,0,0.71,95110.99
2379,Busan,65.65,1997,4.0,1.74,1,0.56,101044.88
2600,Seoul,82.85,2020,20.0,1.53,1,2.21,147822.18
3475,Daegu,64.21,2006,21.0,1.43,1,1.36,99482.12
3199,Seoul,59.69,1985,24.0,1.12,0,,112108.05
2308,Busan,87.23,2014,12.0,1.81,1,0.65,134695.37
2023,Rural,148.88,2013,10.0,1.88,1,0.36,186374.81
1764,Busan,,1990,15.0,1.55,1,3.11,163703.49
1260,Busan,44.41,2008,15.0,1.64,1,0.22,94305.86
2131,Seoul,65.76,1996,21.0,0.72,1,0.85,116830.2
2216,Seoul,82.9,2010,11.0,0.95,1,2.08,137533.4
206,Seoul,65.74,1990,11.0,0.6,1,0.85,109923.74
734,Busan,128.38,1980,23.0,1.94,1,3.54,183740.13
1177,Daegu,71.26,1984,18.0,1.78,1,0.48,117769.68
527,Busan,64.31,1987,27.0,1.8,0,2.93,96095.62
2751,Seoul,95.94,1998,22.0,1.84,1,,164748.02
1903,Daegu,97.96,1981,16.0,1.13,1,0.1,149543.19
899,Seoul,71.0,1998,19.0,1.98,1,1.93,120249.36
378,Seoul,73.31,2003,7.0,0.94,1,3.37,122701.73
1560,Rural,77.32,2003,17.0,0.61,1,0.11,115074.93
2209,Seoul,118.22,2019,21.0,1.85,1,0.7,192478.97
3129,Rural,74.31,2010,,1.49,1,0.84,117906.73
2347,Daegu,53.16,2021,8.0,1.57,1,2.18,100946.86
387,Seoul,77.23,1997,7.0,0.62,1,1.92,123860.21
199,Rural,,1983,29.0,0.58,0,0.7,70316.41
3423,Daegu,78.47,2015,18.0,0.57,1,0.67,131708.36
1710,Daegu,112.1,1986,29.0,0.98,1,2.5,146057.35
1051,Rural,58.59,1987,9.0,1.11,1,0.21,89811.0
591,Seoul,90.71,2023,9.0,1.63,0,1.87,154717.23
520,Seoul,80.75,2006,25.0,0.7,1,5.31,125158.72
2368,Busan,82.45,2010,16.0,0.59,1,,122931.18
1629,Seoul,,2003,5.0,0.5,1,1.63,162766.75
2833,Seoul,108.12,1987,23.0,1.04,1,1.09,173303.98
2388,Busan,88.14,1982,23.0,0.9,1,0.54,137916.55
430,Seoul,97.81,2008,,1.29,1,0.36,166637.14
1084,Rural,100.71,1981,,0.98,1,,130792.87
2068,Seoul,53.73,1988,10.0,0.59,1,0.15,111327.16
1841,Seoul,120.88,1984,13.0,1.31,1,2.27,179260.82
208,Daegu,86.75,2008,20.0,0.59,1,7.02,125366.95
492,Busan,106.45,2018,6.0,1.43,1,1.73,170989.86
3008,Seoul,,1997,6.0,1.36,1,2.97,89769.73
1810,Seoul,72.52,1984,26.0,0.95,1,0.26,120538.85
1938,Daegu,68.27,1981,7.0,0.81,1,1.3,94669.87
3398,Daegu,40.88,2014,,1.41,1,0.15,83218.13
793,Busan,34.0,2003,7.0,1.08,1,1.47,76428.26
3087,Busan,56.96,1987,10.0,1.68,1,0.81,89375.92
1187,Daegu,73.0,1993,4.0,0.53,0,0.88,102080.06
1186,Rural,90.7,1993,,1.34,1,0.16,119795.36
1551,Rural,92.37,2017,15.0,0.54,1,0.73,132384.3
3271,Seoul,92.56,1999,10.0,0.55,1,0.1,163802.86
1865,Rural,63.32,2016,19.0,1.52,1,,100116.6
2609,Daegu,48.94,2017,21.0,,1,0.32,91550.4
1531,Seoul,42.9,1981,19.0,1.09,1,0.23,86615.84
1411,Seoul,67.9,1987,7.0,0.82,1,0.85,124360.33
1477,Daegu,116.33,1986,9.0,1.02,0,0.93,169104.77
2875,Daegu,132.12,1984,11.0,1.23,1,0.6,195151.8
1798,Seoul,96.39,1982,22.0,,1,0.93,169919.24
84,Seoul,52.57,2002,1.0,0.85,1,,108575.93
2761,Seoul,98.84,2018,6.0,1.42,1,0.82,156611.15
2603,Daegu,75.24,1988,8.0,1.49,0,1.61,97446.08
21,Busan,49.92,2008,23.0,1.39,1,1.85,100850.69
1906,Seoul,121.63,1983,15.0,1.66,1,0.59,185498.18
1628,Busan,94.63,2000,26.0,1.41,1,0.23,152739.75
2223,Seoul,94.12,2009,,1.88,1,0.31,153308.27
2655,Daegu,70.44,1995,12.0,0.65,1,0.4,98440.3
1406,Busan,73.84,2023,6.0,1.69,1,1.65,132755.98
2334,Daegu,71.35,2018,3.0,1.9,1,0.44,125615.58
1731,Seoul,65.27,1998,9.0,0.71,1,0.54,122165.91
1563,Daegu,60.94,1989,18.0,1.59,1,0.62,92159.18
3489,Seoul,65.76,2005,6.0,0.7,1,0.76,134852.34
3142,Rural,,1992,29.0,1.18,1,1.71,155223.97
2333,Busan,77.12,2021,27.0,1.6,1,2.48,120270.96
974,Seoul,76.95,1997,6.0,1.22,1,0.83,137313.56
1711,Seoul,112.37,2015,10.0,,1,1.67,192292.44
3257,Daegu,,1994,26.0,0.61,0,1.68,115728.66
2296,Seoul,80.49,1981,2.0,1.01,1,0.1,146593.64
884,Seoul,52.15,2002,25.0,1.75,0,0.6,100752.32
1099,Daegu,68.7,1998,18.0,1.49,1,0.1,106273.79
157,Daegu,82.45,2001,,1.36,1,,128943.65
2662,Rural,77.72,1993,21.0,0.69,0,3.42,86622.58
887,Daegu,99.57,1987,5.0,1.48,1,1.99,151118.6
3498,Rural,71.72,2013,16.0,0.67,1,3.17,101444.46
2124,Busan,68.15,1982,25.0,1.14,1,0.43,101590.85
1513,Rural,30.0,2019,12.0,1.0,1,0.76,54380.65
2886,Rural,119.2,1997,8.0,1.46,1,0.6,149690.58
3467,Busan,100.73,1998,1.0,0.54,0,0.37,143385.42
2953,Daegu,89.86,1996,5.0,1.68,1,0.24,124424.03
3263,Busan,72.06,2009,14.0,0.66,0,0.19,101857.05
2026,Seoul,,2018,1.0,1.51,0,2.07,104251.69
1454,Busan,93.96,1998,8.0,1.08,1,3.28,149300.96
1506,Seoul,30.11,2015,16.0,1.55,0,2.52,80305.54
2438,Seoul,103.14,1991,20.0,0.61,1,1.03,179448.84
3092,Rural,,2002,15.0,1.32,1,8.0,71245.61
459,Seoul,53.75,2016,25.0,1.86,1,2.44,122972.6
2744,Seoul,101.04,2007,11.0,1.58,1,2.37,162541.55
79,Seoul,87.39,2021,16.0,0.91,0,0.34,143742.76
3400,Busan,101.79,1989,11.0,0.95,1,1.16,149679.93
3077,Rural,49.31,1984,19.0,1.56,1,,75248.04
1057,Daegu,70.06,2004,8.0,1.26,1,0.17,106114.17
907,Daegu,76.45,1994,25.0,1.9,1,0.12,119044.38
2246,Busan,,1996,22.0,,1,8.0,126062.65
2591,Daegu,84.19,2020,14.0,0.85,1,4.54,126353.47
3145,Seoul,75.6,2000,1.0,1.41,1,1.73,134895.48
381,Seoul,,2008,3.0,0.98,1,1.62,144388.49
948,Rural,80.99,1990,2.0,1.33,1,0.1,105592.01
3182,Seoul,41.39,2007,15.0,1.01,1,0.3,99605.53
2352,Rural,44.89,2008,4.0,1.96,1,1.65,75055.16
2785,Rural,130.9,2007,21.0,1.13,0,1.07,172019.08
716,Rural,30.0,1987,19.0,0.95,1,3.25,48152.07
2341,Daegu,86.21,2015,26.0,1.91,1,3.63,119894.33
687,Busan,70.31,2018,13.0,1.36,1,0.32,131165.43
2992,Daegu,46.1,2003,18.0,,1,0.34,80635.81
1294,Daegu,85.16,2023,,0.72,1,0.58,120687.64
306,Rural,80.46,1987,24.0,1.72,1,0.67,105080.74
210,Seoul,78.28,1989,24.0,1.77,1,,136093.57
2045,Rural,61.52,1987,,0.78,1,,85432.57
2598,Busan,73.13,1980,21.0,,1,5.49,94084.56
3470,Seoul,70.91,1998,11.0,0.99,0,0.64,132004.04
2084,Rural,93.27,1980,9.0,1.55,1,1.44,130562.27
886,Seoul,85.32,1989,6.0,1.52,1,3.27,136550.08
3114,Seoul,55.5,2016,29.0,1.7,1,0.49,130902.22
918,Rural,77.91,2018,3.0,1.81,1,,108358.35
2627,Seoul,46.73,2018,2.0,0.62,1,,99273.5
2167,Busan,47.74,2011,23.0,1.23,1,,95727.08
192,Rural,118.03,1995,29.0,1.76,1,0.48,168115.1
3058,Seoul,73.37,2010,5.0,1.38,0,2.29,114619.28
2384,Busan,83.09,2005,27.0,0.95,1,0.81,121583.85
1266,Seoul,73.5,1984,1.0,0.5,1,1.29,130097.25
484,Busan,99.3,1997,17.0,0.99,1,2.58,151987.46
2640,Daegu,,2002,12.0,0.82,1,0.26,104604.5
916,Busan,76.24,2004,23.0,,1,0.9,132169.91
3033,Daegu,72.88,2004,5.0,1.08,1,2.51,118414.33
278,Busan,74.83,2014,7.0,0.53,1,0.79,113785.37
989,Seoul,65.35,2007,15.0,1.13,1,0.73,115591.0
2004,Seoul,86.24,1992,10.0,0.75,1,0.4,143621.53
1246,Busan,,2016,16.0,1.17,0,1.98,93712.6
2647,Rural,74.87,2009,17.0,0.61,1,0.43,111918.37
572,Daegu,94.35,1990,3.0,1.94,1,0.5,134649.08
1436,Seoul,40.86,2019,2.0,0.71,1,0.39,96022.55
2406,Busan,76.23,1995,10.0,1.57,1,0.18,134678.01
994,Busan,30.78,1992,29.0,1.65,1,1.44,65920.46
2645,Seoul,41.71,2003,10.0,1.41,1,3.82,89687.47
3239,Busan,52.15,2019,12.0,1.98,1,2.1,103484.62
586,Seoul,119.76,2001,18.0,0.89,0,1.07,194240.4
3430,Busan,53.09,1987,5.0,0.99,1,,94678.97
414,Busan,61.19,1991,24.0,1.48,0,1.33,89036.67
3492,Busan,87.55,1999,12.0,,1,1.85,121864.31
1350,Seoul,60.57,2019,,1.42,1,1.71,111096.02
1008,Daegu,66.18,2012,17.0,1.24,1,0.44,107849.24
675,Busan,94.34,1994,26.0,1.9,1,1.04,137602.65
2970,Busan,81.08,1995,6.0,0.66,1,0.89,136679.35
856,Seoul,72.9,1988,11.0,1.47,1,1.1,141504.58
448,Daegu,91.28,1991,24.0,1.57,1,2.42,130661.23
2808,Seoul,55.04,1993,3.0,0.98,1,8.0,91762.51
866,Busan,99.1,1982,20.0,1.52,1,0.6,151560.61
2536,Daegu,98.97,2009,12.0,1.18,1,3.93,138761.01
2643,Daegu,58.71,1990,17.0,1.17,1,0.26,97055.12
3362,Seoul,85.26,2003,29.0,1.94,1,0.27,147617.33
2780,Seoul,121.75,1998,17.0,1.95,1,2.56,176250.18
2698,Seoul,,1994,22.0,1.88,1,0.2,133343.85
1961,Seoul,80.66,1980,29.0,1.15,1,1.24,145656.99
3116,Rural,89.52,2006,19.0,0.96,0,4.4,99599.14
2924,Seoul,42.65,1997,24.0,,1,0.56,107328.78
1248,Seoul,95.83,2007,5.0,1.99,1,6.52,159981.88
295,Seoul,66.11,2014,17.0,0.51,1,0.27,116529.0
1548,Busan,68.39,2012,11.0,0.9,0,1.11,99292.24
589,Seoul,67.02,1992,,0.98,1,0.2,115510.58
1742,Daegu,90.32,1998,16.0,0.85,1,0.87,131862.73
1282,Daegu,87.49,2017,18.0,0.83,1,1.13,143746.68
1963,Daegu,77.98,2005,27.0,0.62,1,3.34,112506.37
2267,Busan,112.2,2003,6.0,1.67,1,0.1,153468.26
2699,Daegu,79.09,2011,25.0,0.62,1,0.7,114586.4
3019,Seoul,49.19,1996,13.0,1.68,1,0.1,111021.73
2549,Busan,,2022,16.0,1.32,1,0.41,122923.14
1968,Seoul,80.48,1982,13.0,1.41,1,2.44,137981.02
2637,Rural,,2001,21.0,1.8,1,0.83,56046.1
1418,Seoul,71.43,1990,19.0,1.75,1,1.56,138418.08
426,Busan,102.34,1990,5.0,0.59,1,0.9,159490.71
535,Daegu,121.91,1989,8.0,1.88,1,0.25,185699.65
1055,Rural,70.43,2007,4.0,1.55,1,1.78,105628.26
2648,Busan,107.96,1996,,1.48,1,4.11,140925.64
2916,Daegu,113.63,2003,,1.22,0,0.93,160527.41
1967,Seoul,119.82,1995,21.0,0.67,1,1.27,204192.64
1771,Busan,92.52,2014,24.0,0.71,1,0.68,154859.86
133,Seoul,92.71,1986,21.0,1.36,1,0.16,168073.13
7,Seoul,67.09,2005,25.0,1.2,1,1.68,120756.44
3106,Busan,62.56,2001,8.0,1.09,1,7.53,99420.31
422,Daegu,71.73,2016,4.0,1.59,1,0.18,111777.5
1691,Seoul,108.74,1988,,1.05,1,2.78,174146.86
3103,Rural,65.83,2016,3.0,1.63,1,2.39,88706.36
2385,Seoul,,2003,4.0,1.9,1,1.71,150850.18
1194,Busan,64.72,1986,12.0,0.83,0,3.13,96329.1
1717,Seoul,45.14,1998,8.0,,0,,99005.46
1369,Seoul,73.92,2012,,1.77,1,0.52,150008.37
557,Seoul,108.05,2007,23.0,1.68,1,2.73,177226.24
2391,Seoul,92.95,2000,5.0,1.27,1,0.11,156753.29
2046,Daegu,96.31,2019,13.0,1.03,1,1.75,146354.14
3161,Busan,96.1,1995,14.0,1.56,1,0.72,150271.83
3125,Daegu,61.57,1986,14.0,1.6,1,2.36,92085.24
3448,Daegu,63.51,2013,16.0,1.23,1,3.27,104631.86
571,Busan,119.75,2021,3.0,1.65,1,3.39,170897.87
353,Daegu,89.72,1986,2.0,1.07,1,1.46,125345.94
92,Daegu,85.51,1983,13.0,1.31,1,0.11,123902.21
2488,Rural,90.6,1990,4.0,1.08,1,3.67,118116.12
3126,Busan,59.15,2023,14.0,0.61,1,1.39,105324.56
1171,Busan,102.19,2023,21.0,1.74,1,1.28,155207.8
2309,Seoul,50.53,2003,23.0,0.95,1,1.48,109046.58
1286,Busan,150.37,1994,23.0,1.89,1,1.22,194116.49
2443,Daegu,139.54,1985,8.0,0.92,1,0.83,191706.63
2847,Daegu,102.47,1981,23.0,1.09,0,0.44,149898.04
1883,Busan,95.93,1997,12.0,0.99,1,0.1,145364.79
2021,Rural,37.73,2007,14.0,1.78,0,0.29,57778.88
1890,Rural,95.67,1993,19.0,1.71,1,0.1,138127.72
2482,Rural,96.36,1988,2.0,0.88,1,0.14,134242.43
1592,Rural,38.18,2006,1.0,1.8,1,0.18,65980.76
2105,Daegu,84.77,1984,14.0,1.35,1,0.46,113461.8
698,Busan,50.71,2008,20.0,1.93,1,1.6,96730.62
2918,Daegu,67.53,2010,11.0,1.36,1,0.31,101023.44
349,Seoul,50.96,2013,22.0,1.24,1,1.36,99390.06
2103,Seoul,78.1,1985,3.0,1.63,1,1.06,127244.04
3457,Busan,73.36,2016,5.0,1.05,1,1.26,115582.25
2830,Seoul,73.65,1989,19.0,1.67,0,2.35,129796.52
2539,Daegu,74.78,1993,15.0,,1,0.45,106955.94
1138,Busan,89.49,1988,,1.66,1,0.77,146870.2
2247,Seoul,61.64,2017,15.0,1.09,1,2.6,114418.26
2719,Daegu,129.0,2002,13.0,0.69,0,0.69,171553.79
1989,Busan,107.6,2010,27.0,1.44,0,1.36,154459.4
3308,Seoul,67.57,2018,25.0,1.5,1,3.47,117835.71
3291,Seoul,70.92,1999,1.0,1.36,1,1.57,117010.35
1712,Seoul,93.61,1993,23.0,1.75,0,0.1,146245.75
1340,Seoul,60.53,2004,6.0,1.14,1,2.38,115161.28
2898,Seoul,63.21,1998,20.0,0.73,1,1.34,131189.77
454,Rural,124.54,1999,28.0,1.0,1,0.48,180334.75
914,Busan,81.82,2011,10.0,1.39,1,0.77,125316.3
2360,Seoul,69.1,2000,3.0,0.84,0,1.52,111701.55
1200,Seoul,127.26,2001,14.0,0.78,1,2.17,187421.35
1925,Daegu,60.1,2023,3.0,1.93,1,0.23,109633.3
1275,Busan,92.92,2021,,0.65,1,1.44,148158.3
2288,Seoul,75.33,2001,28.0,1.36,0,1.45,136630.49
38,Seoul,87.53,1982,26.0,,1,8.0,122857.92
975,Seoul,68.55,1998,27.0,0.97,1,0.85,128916.36
3235,Seoul,108.82,1991,27.0,0.51,1,1.28,170944.92
984,Seoul,75.46,2010,25.0,1.53,1,,150062.93
1250,Busan,44.86,2009,1.0,1.21,1,3.45,78118.86
2354,Rural,92.98,1998,29.0,1.86,1,1.46,136403.43
1419,Busan,86.96,2010,22.0,0.88,1,1.7,141100.5
1285,Seoul,97.52,2004,21.0,0.65,1,2.2,160661.48
1561,Seoul,110.51,1997,26.0,0.53,1,,171940.73
40,Busan,147.33,1986,8.0,0.54,1,0.32,222295.97
1487,Seoul,92.32,2001,14.0,0.82,1,1.64,167243.39
2243,Busan,98.32,2019,,1.51,1,0.18,143079.82
170,Busan,68.61,1999,9.0,1.98,1,0.55,120087.75
1356,Rural,32.75,2023,7.0,1.78,1,,56546.42
738,Daegu,,1994,6.0,1.8,1,3.29,99792.96
2407,Seoul,60.85,1991,7.0,1.55,0,0.51,101151.37
3150,Busan,77.83,2013,25.0,1.14,1,2.13,120232.08
1673,Rural,66.17,2022,5.0,1.2,1,1.44,98306.71
1565,Daegu,65.11,2019,,1.97,1,3.54,106537.52
2311,Busan,,1996,9.0,0.71,1,0.33,139647.72
635,Seoul,92.64,1985,18.0,1.03,1,0.51,158317.1
3091,Busan,95.31,1992,26.0,0.73,0,1.28,142542.54
2321,Rural,82.11,2008,20.0,1.26,1,0.97,107169.4
1641,Busan,58.02,2013,9.0,1.59,1,0.27,106627.61
1291,Seoul,91.51,2006,16.0,1.14,1,0.72,147921.84
2726,Seoul,90.71,1993,16.0,2.0,1,2.46,163330.88
1381,Seoul,89.53,2001,7.0,1.31,1,3.76,134400.43
1934,Busan,75.05,2000,7.0,1.24,1,0.25,113156.96
580,Seoul,73.93,2003,21.0,0.86,1,0.18,137669.16
329,Busan,34.55,2003,7.0,1.01,1,0.27,74133.16
2155,Seoul,106.57,2014,19.0,0.65,1,1.15,158656.13
2031,Seoul,77.13,2016,18.0,0.62,1,5.98,129512.66
893,Daegu,83.73,1989,4.0,1.88,1,0.74,130578.33
1144,Busan,,2005,10.0,0.54,1,0.99,112184.52
781,Daegu,101.99,2014,6.0,0.92,1,1.59,136976.69
2526,Seoul,114.08,2009,10.0,1.83,1,1.81,188542.67
2190,Daegu,111.33,1999,25.0,,1,1.53,164298.28
160,Daegu,98.63,2002,28.0,1.08,1,0.43,135055.94
3,Daegu,86.33,1981,17.0,0.56,1,3.36,114887.49
850,Busan,82.78,1999,28.0,1.48,1,1.65,130796.73
2109,Seoul,156.92,2022,27.0,1.98,1,5.32,213144.84
1597,Seoul,94.79,2023,4.0,1.33,1,0.1,169626.58
1777,Daegu,74.53,2016,10.0,1.76,1,,132388.47
1914,Seoul,55.93,2015,25.0,0.53,0,0.35,106132.28
1044,Busan,92.84,2016,27.0,1.25,1,3.2,154045.23
1545,Rural,64.25,1991,,1.36,1,1.38,97659.39
2506,Seoul,66.3,1996,24.0,0.56,0,0.1,122258.87
54,Rural,100.35,1989,21.0,1.27,1,1.42,123906.44
3373,Seoul,59.95,2002,6.0,1.87,1,,127172.19
1912,Rural,53.62,2022,15.0,1.37,1,0.29,79630.97
3442,Busan,126.69,2002,18.0,1.12,1,0.18,187620.69
825,Busan,62.61,2020,28.0,1.15,1,0.39,106336.22
3133,Rural,91.27,1998,10.0,0.57,1,2.55,115119.31
1390,Busan,108.19,2004,23.0,1.15,1,1.74,175025.36
3026,Seoul,128.56,1998,8.0,1.35,1,0.38,217599.99
2272,Seoul,93.46,2013,23.0,0.6,1,0.3,175243.42
1608,Daegu,85.58,2005,23.0,1.32,1,1.46,137029.05
1595,Daegu,85.68,1998,,1.17,1,1.53,125595.74
772,Daegu,49.02,2006,16.0,0.8,1,0.3,80380.66
1869,Seoul,41.38,1980,12.0,1.59,1,2.45,96645.28
1086,Busan,68.43,1987,24.0,1.13,1,0.53,103881.3
2544,Busan,107.05,2014,29.0,1.34,1,1.31,151245.03
1326,Seoul,82.0,1991,11.0,1.3,1,0.59,134589.39
1464,Daegu,93.0,2002,17.0,0.57,1,1.64,138091.98
807,Rural,85.61,1991,23.0,1.99,1,0.38,117187.64
3115,Seoul,39.55,1987,25.0,0.8,0,0.93,76920.65
2179,Daegu,94.68,1998,4.0,1.17,1,0.53,138871.2
2502,Daegu,90.44,2019,10.0,1.27,1,0.22,153206.28
3439,Rural,66.19,2001,,0.93,1,3.05,95452.53
964,Seoul,94.57,1998,12.0,1.03,1,1.62,146860.41
399,Daegu,64.84,1982,,1.68,1,0.38,109694.88
3280,Daegu,110.46,2013,22.0,1.79,1,0.1,170872.85
705,Seoul,69.7,2001,19.0,1.89,1,1.53,126645.23
432,Daegu,64.56,2015,25.0,1.86,1,1.86,118377.88
293,Daegu,123.37,2010,26.0,1.93,1,1.35,181307.02
3304,Seoul,73.18,1986,2.0,0.83,1,3.34,112699.1
146,Seoul,51.75,2004,7.0,1.23,1,0.43,112510.83
2034,Rural,48.4,2013,16.0,,1,1.28,81466.46
2472,Rural,73.58,1983,8.0,1.5,0,0.2,89877.06
1166,Daegu,91.56,2008,,0.95,0,0.66,139496.57
2051,Busan,96.49,1989,22.0,1.52,1,0.84,140227.51
2688,Busan,44.83,1995,2.0,,1,0.21,83472.21
340,Seoul,101.39,1997,16.0,1.08,1,0.31,157209.33
2122,Busan,91.88,1980,2.0,1.52,1,0.62,126870.77
266,Daegu,91.23,1989,19.0,0.97,1,1.08,139037.35
3089,Busan,86.08,1981,14.0,,1,7.12,114518.38
1772,Daegu,58.04,2001,4.0,1.35,1,0.35,87127.37
272,Daegu,55.44,1984,,0.58,1,0.92,82069.71
697,Seoul,80.47,2019,3.0,1.01,1,2.84,150171.26
3468,Daegu,64.21,2013,23.0,1.01,0,1.66,101898.23
245,Seoul,92.15,2020,9.0,1.57,1,6.0,146409.64
3284,Rural,69.59,2005,4.0,0.57,1,0.1,100858.93
477,Seoul,84.62,2010,14.0,1.57,1,0.73,137538.41
2033,Busan,76.25,1985,10.0,,1,0.1,114044.31
3217,Seoul,86.0,2017,6.0,1.4,1,1.53,148728.42
3118,Seoul,88.03,1985,21.0,0.78,1,0.1,158122.88
814,Rural,87.17,1994,,0.69,1,0.72,118433.48
1915,Busan,97.32,2011,9.0,0.56,1,5.33,147760.33
2957,Daegu,,1994,18.0,1.25,1,2.53,129335.65
3487,Seoul,37.64,2021,8.0,1.24,1,3.03,97198.63
1805,Seoul,101.31,1984,15.0,1.14,1,3.23,173330.26
2541,Daegu,101.45,1983,24.0,,1,2.07,134052.21
251,Seoul,47.82,2015,11.0,0.88,1,6.1,89840.45
546,Seoul,89.04,2004,5.0,1.31,1,2.47,148309.74
739,Busan,109.52,2010,4.0,1.89,0,0.69,166072.61
311,Busan,85.06,2004,7.0,1.51,0,1.02,135734.69
1132,Busan,32.3,2001,,0.65,1,0.92,61456.4
1450,Daegu,,2012,28.0,1.64,1,0.61,105439.71
3393,Rural,98.11,2006,4.0,1.22,1,0.33,126120.83
16,Seoul,73.96,1986,14.0,1.89,1,0.61,142116.13
3073,Seoul,84.61,2022,23.0,1.72,1,0.39,165731.37
2467,Seoul,95.01,1983,16.0,0.94,0,0.42,144335.89
2820,Seoul,105.58,1983,24.0,0.98,1,2.55,162975.23
364,Busan,98.49,2021,28.0,1.21,1,0.1,161663.91
183,Rural,88.1,1989,10.0,1.4,1,3.82,123751.94
1195,Seoul,77.68,2011,3.0,1.51,1,2.67,126615.76
2652,Seoul,101.9,2001,19.0,1.93,1,2.31,156830.4
1122,Rural,57.74,2000,,0.85,1,0.52,89012.01
1183,Busan,69.69,1995,,0.57,1,3.69,114284.72
2576,Busan,59.96,2023,3.0,1.06,1,0.5,102449.51
615,Rural,73.0,2023,15.0,1.13,1,0.33,100910.3
1467,Rural,,2007,21.0,0.8,1,1.06,126304.94
402,Rural,62.63,2007,15.0,0.73,1,0.86,89650.24
935,Seoul,65.71,2003,10.0,1.0,1,0.46,124229.39
2323,Busan,103.91,2008,16.0,1.57,1,0.33,166058.69
2317,Seoul,88.36,1985,5.0,0.56,1,2.28,133787.68
727,Seoul,,1980,7.0,1.75,1,0.84,108742.28
827,Seoul,110.99,2022,11.0,1.95,1,1.62,168139.18
1522,Rural,104.33,2018,21.0,1.48,1,0.91,152434.47
137,Busan,72.81,1994,24.0,1.07,1,,118420.27
629,Seoul,40.58,2011,5.0,0.65,1,0.53,98244.91
335,Seoul,106.04,1990,7.0,0.72,1,1.4,159004.23
391,Rural,30.0,1981,18.0,0.82,1,0.1,48754.52
