연도,월,고객ID,지역,음식카테고리,나이,배달시간,주문금액,주문수량,평점,불만제기여부
2022,12,CUST0191,대구,양식,64,34.0,26213.0,2,4.843033059894108,0
2022,4,CUST0392,인천,한식,34,16.5,20173.0,2,3.6980944875214425,0
2021,7,CUST0019,부산,한식,30,52.3,20840.0,0,3.792011877816356,0
2021,4,CUST0110,서울,패스트푸드,24,38.2,32695.0,3,4.135174352153223,0
2021,9,CUST0378,서울,패스트푸드,35,20.6,25267.0,4,5.0,1
2021,6,CUST0183,대구,한식,67,49.3,29740.0,2,3.319477694174281,0
2023,3,CUST0075,인천,한식,45,27.1,16754.0,3,3.3068933534479186,0
2023,10,CUST0321,대구,중식,37,56.1,21871.0,3,4.214580088069196,0
2022,8,CUST0348,인천,일식,26,38.3,3000.0,1,3.882722206819303,0
2022,4,CUST0353,인천,일식,62,35.0,26580.0,1,3.353993705787853,0
2021,8,CUST0103,대구,한식,64,25.3,22252.0,3,4.1271254056232385,0
2022,11,CUST0070,서울,한식,32,44.8,19667.0,1,3.2739703186677245,0
2023,10,CUST0234,경기,분식,41,26.1,21552.0,3,5.0,0
2023,10,CUST0008,인천,한식,65,41.6,28861.0,1,4.13789269312964,0
2021,9,CUST0358,서울,중식,27,39.7,15010.0,1,5.0,0
2021,4,CUST0090,인천,일식,30,18.0,5003.0,2,4.970864769356449,0
2023,11,CUST0479,경기,분식,62,20.5,31156.0,3,4.531403444225831,0
2022,3,CUST0204,인천,양식,63,24.8,14710.0,0,3.426385401348526,0
2021,1,CUST0093,경기,분식,68,10.0,18220.0,2,5.0,0
2023,7,CUST0087,인천,양식,32,27.5,13459.0,1,4.950500089874542,0
2022,9,CUST0462,부산,양식,38,,17848.0,1,4.82596358530984,0
2021,12,CUST0444,서울,양식,35,26.9,24036.0,2,3.0289013927796575,0
2022,8,CUST0045,서울,한식,44,21.4,30614.0,2,2.938964196561743,0
2022,3,CUST0372,경기,한식,26,19.0,11056.0,1,3.294812512161947,0
2021,1,CUST0417,인천,분식,37,26.1,14297.0,4,4.005364496439798,0
2021,8,CUST0410,경기,양식,26,32.2,22853.0,1,4.4640269020770535,0
2021,12,CUST0444,부산,한식,66,,21115.0,2,3.010781908300504,0
2023,8,CUST0212,경기,중식,60,38.4,11274.0,1,4.234005261478765,0
2021,9,CUST0293,대구,일식,26,26.2,16948.0,3,2.976064146737518,0
2021,4,CUST0409,경기,중식,22,23.5,29283.0,2,3.8995027815357366,0
2021,9,CUST0286,대구,한식,28,24.4,14785.0,1,2.8058904491031678,0
2021,2,CUST0450,경기,양식,52,24.2,26374.0,4,5.0,0
2021,6,CUST0272,서울,일식,21,27.1,24077.0,1,3.8314191900899335,0
2021,8,CUST0024,대구,일식,32,24.1,20999.0,5,4.445532783135485,0
2021,8,CUST0014,경기,양식,55,23.0,19461.0,0,4.576744508520294,0
2023,6,CUST0242,부산,중식,30,29.5,3000.0,4,4.284185081510788,1
2021,10,CUST0414,경기,패스트푸드,51,28.2,14385.0,5,2.8406078466296396,0
2023,7,CUST0111,부산,중식,27,14.5,34100.0,2,3.4951122037281848,0
2023,3,CUST0124,서울,패스트푸드,39,31.9,15270.0,3,4.587713736213552,0
2023,10,CUST0410,인천,일식,65,10.2,17500.0,1,4.197415492811766,0
2021,6,CUST0213,인천,패스트푸드,54,24.0,13727.0,2,3.47937412535863,0
2021,11,CUST0015,인천,한식,68,42.0,10545.0,0,2.958635635443888,0
2022,9,CUST0041,서울,중식,50,35.5,16440.0,4,4.511978334550573,0
2022,2,CUST0340,서울,양식,26,43.4,7818.0,4,3.8965212392084765,0
2022,4,CUST0182,부산,한식,43,25.5,10477.0,1,4.57071785637334,0
2023,2,CUST0174,부산,패스트푸드,52,24.8,22363.0,1,4.141064381118544,0
2021,8,CUST0407,인천,한식,64,31.8,10855.0,2,4.4886941579550825,0
2021,7,CUST0207,서울,분식,29,29.1,17439.0,3,3.3434089266221467,1
2022,9,CUST0230,경기,양식,55,32.2,15522.0,2,3.868383195570586,1
2021,1,CUST0069,서울,일식,29,10.0,15586.0,2,4.077454512116807,0
2021,7,CUST0114,부산,패스트푸드,65,21.8,22614.0,0,4.874149852594988,0
2021,6,CUST0053,대구,패스트푸드,28,25.5,20120.0,1,3.730159344980438,0
2021,10,CUST0251,경기,중식,39,12.4,19671.0,2,4.359924367510456,0
2022,10,CUST0107,부산,분식,52,41.2,25694.0,1,4.49949689257475,0
2022,10,CUST0085,인천,중식,48,36.5,28561.0,3,3.8049358918917107,0
2021,11,CUST0410,부산,중식,69,22.4,20537.0,2,3.3869730819752797,0
2022,12,CUST0111,부산,패스트푸드,47,27.0,6390.0,2,3.536611541310356,0
2023,11,CUST0236,서울,패스트푸드,19,32.1,23308.0,1,4.6079545714568395,0
2022,6,CUST0410,경기,한식,19,26.9,19471.0,0,2.8415862009479635,0
2023,5,CUST0249,서울,한식,62,30.8,15470.0,1,4.884546639370174,0
2022,11,CUST0238,인천,분식,20,36.8,11588.0,4,4.896759982857585,0
2021,4,CUST0107,인천,패스트푸드,55,36.6,27521.0,2,3.3350597114287495,0
2022,1,CUST0274,경기,패스트푸드,37,,26025.0,2,,0
2021,11,CUST0215,부산,중식,49,38.8,30427.0,2,3.9380109169519066,0
2022,5,CUST0441,부산,패스트푸드,33,25.6,28308.0,3,3.4181530925502894,0
2022,3,CUST0325,경기,일식,40,43.2,11433.0,2,3.4160484550647543,0
2022,10,CUST0206,인천,일식,43,29.3,28728.0,2,4.829901040600829,0
2022,11,CUST0487,서울,일식,49,21.6,29064.0,2,4.792529264752612,0
2022,9,CUST0373,대구,분식,58,22.2,31177.0,2,4.180158317923241,0
2022,4,CUST0459,부산,분식,69,41.0,41197.0,1,3.393816667492346,0
2021,4,CUST0004,대구,패스트푸드,39,33.0,27698.0,2,5.0,0
2021,7,CUST0284,인천,분식,36,20.7,8399.0,2,4.802473824277046,0
2023,9,CUST0038,부산,분식,57,30.0,12332.0,0,4.21254728126973,0
2023,8,CUST0230,경기,양식,61,54.8,22298.0,2,3.808819864683326,0
2022,12,CUST0077,인천,일식,46,36.3,34051.0,1,3.578439018939204,0
2021,2,CUST0149,서울,양식,31,13.4,10857.0,0,3.7302256670300045,0
2022,5,CUST0464,인천,패스트푸드,56,32.6,21160.0,6,5.0,0
2021,12,CUST0500,부산,양식,65,10.6,15947.0,1,3.9064703308222004,0
2022,2,CUST0464,대구,패스트푸드,30,50.5,10987.0,0,3.6573044789800218,0
2023,9,CUST0463,인천,한식,35,24.4,8914.0,0,4.3740076258909335,0
2021,3,CUST0413,경기,중식,22,43.4,19712.0,2,3.26337926151819,0
2021,12,CUST0488,대구,일식,44,16.6,28472.0,0,4.5603173378501545,0
2022,5,CUST0381,부산,일식,34,29.8,31374.0,0,3.593691447923697,0
2022,9,CUST0004,경기,일식,42,27.2,26524.0,5,3.810915628619908,1
2022,4,CUST0030,경기,중식,58,17.3,18044.0,4,3.859789045383599,0
2021,8,CUST0148,대구,일식,46,39.8,22296.0,5,4.295900859448237,0
2022,10,CUST0455,부산,분식,20,,23786.0,0,4.112905423800215,0
2021,4,CUST0277,서울,한식,45,28.4,13859.0,3,4.19646627482867,0
2021,11,CUST0393,대구,중식,61,15.0,19097.0,2,3.8942292363721127,1
2022,10,CUST0313,인천,중식,45,,27539.0,2,4.749833881467784,0
2023,5,CUST0448,경기,분식,46,33.9,24382.0,4,3.441339851543822,0
2022,5,CUST0219,인천,중식,22,29.8,14877.0,2,4.626199700046447,0
2022,8,CUST0401,인천,한식,45,29.8,24503.0,1,5.0,0
2022,1,CUST0454,대구,패스트푸드,41,27.9,38391.0,0,3.5516998745836674,1
2022,11,CUST0202,대구,한식,44,33.3,21862.0,2,4.649301253417641,0
2022,12,CUST0059,대구,한식,26,39.8,14489.0,1,3.716948614115327,0
2022,3,CUST0064,서울,분식,63,17.7,20129.0,3,3.3478130863629225,0
2023,9,CUST0209,서울,중식,54,16.2,26768.0,3,3.8569840335450185,0
2021,8,CUST0433,대구,양식,58,29.4,25088.0,3,5.0,0
2021,11,CUST0482,경기,분식,42,22.6,15462.0,2,3.4959164024690184,0
2022,5,CUST0133,부산,패스트푸드,24,37.5,20801.0,2,4.6593844166896705,0
2023,10,CUST0328,인천,일식,24,40.3,29667.0,2,2.7309345309368043,0
2023,4,CUST0066,대구,일식,42,30.2,11362.0,1,4.358167077061314,0
2021,7,CUST0309,대구,중식,36,39.9,14505.0,6,4.6683968066863075,0
2023,8,CUST0027,경기,중식,31,25.1,26965.0,2,4.045013329168696,0
2022,12,CUST0185,서울,양식,26,40.7,19908.0,2,4.866254666240554,0
2021,7,CUST0270,인천,양식,23,19.8,23751.0,2,4.188455853818848,0
2021,10,CUST0144,대구,한식,66,19.9,15227.0,2,2.590303413251796,0
2022,12,CUST0487,인천,양식,39,31.7,21883.0,3,5.0,0
2023,4,CUST0085,부산,일식,54,30.5,13220.0,0,4.814331724295611,0
2023,12,CUST0110,부산,분식,25,16.3,5445.0,1,5.0,0
2023,4,CUST0495,부산,한식,24,36.3,17674.0,0,3.553255101305647,0
2023,8,CUST0358,대구,한식,63,40.3,17414.0,2,3.9335134072884097,0
2021,12,CUST0054,경기,일식,60,10.0,15389.0,3,4.744713646581144,0
2023,8,CUST0087,경기,양식,62,21.5,14553.0,0,4.072116465687602,0
2022,5,CUST0255,인천,양식,49,16.5,21649.0,4,4.9140032786008465,0
2022,7,CUST0360,경기,중식,33,30.0,30523.0,0,4.197917770798976,0
2022,3,CUST0323,인천,중식,19,31.2,19045.0,3,,0
2023,10,CUST0095,경기,중식,41,34.9,25617.0,1,3.9189354444861317,0
2021,3,CUST0299,대구,한식,22,33.8,21515.0,3,4.372471547388626,0
2021,9,CUST0135,경기,양식,26,33.0,25482.0,0,3.8525845910025667,0
2021,9,CUST0054,부산,일식,49,37.4,29501.0,2,4.273356261728516,0
2023,1,CUST0165,인천,패스트푸드,45,20.6,35226.0,2,3.30782937892165,0
2021,7,CUST0297,부산,분식,19,20.4,12919.0,3,3.929843265564997,0
2021,4,CUST0343,대구,한식,55,44.1,13801.0,1,4.308243878799214,0
2021,8,CUST0137,서울,한식,35,,28135.0,3,3.527060998281377,0
2022,7,CUST0459,서울,중식,33,33.6,31533.0,0,4.793361396865633,0
2021,3,CUST0326,인천,중식,64,18.3,27449.0,2,3.5007145434475566,0
2023,1,CUST0027,경기,중식,66,20.4,27199.0,3,3.949690592327055,0
2023,9,CUST0383,대구,양식,29,28.5,21123.0,1,4.460920822863101,0
2023,12,CUST0209,대구,중식,65,21.1,20444.0,0,3.9728532691340552,0
2022,3,CUST0443,부산,중식,42,32.1,17922.0,3,5.0,0
2023,5,CUST0026,서울,한식,64,29.1,11304.0,3,4.010354607515417,0
2022,7,CUST0242,부산,분식,40,33.2,20002.0,2,4.60628756109869,0
2023,4,CUST0349,서울,패스트푸드,68,33.0,19663.0,4,4.03398462822136,0
2023,9,CUST0042,부산,한식,53,30.5,18410.0,6,4.14686546013358,0
2022,12,CUST0292,인천,일식,44,39.5,30390.0,3,5.0,1
2022,6,CUST0011,경기,양식,18,26.5,3000.0,3,4.799584434146118,0
2021,8,CUST0445,인천,중식,46,46.2,28386.0,2,5.0,1
2022,4,CUST0247,경기,양식,61,19.0,7882.0,3,4.1107403611596585,1
2022,7,CUST0190,경기,한식,65,42.7,27081.0,0,3.169026153799125,0
2022,11,CUST0053,부산,양식,40,20.3,20953.0,0,4.053928755074058,0
2022,8,CUST0250,인천,일식,59,44.8,6741.0,5,3.7841130212622556,0
2021,10,CUST0108,대구,일식,35,25.3,24784.0,2,4.947920575312613,0
2022,11,CUST0161,경기,일식,30,,12817.0,1,3.8666460150430613,0
2021,7,CUST0273,부산,한식,32,37.4,13008.0,0,3.2602827495107713,0
2021,3,CUST0017,경기,한식,52,33.0,11939.0,2,3.4046023796743463,0
2023,6,CUST0458,부산,분식,40,37.6,3000.0,2,4.131718335187909,1
2022,6,CUST0489,부산,패스트푸드,24,44.2,31809.0,4,3.6815029988214025,0
2022,12,CUST0313,서울,일식,57,27.2,3000.0,0,4.959634135396769,0
2023,10,CUST0150,인천,중식,28,15.0,16184.0,4,3.4663656019533633,0
2022,1,CUST0030,서울,분식,69,22.9,20452.0,0,3.505466363959637,0
2022,8,CUST0219,부산,패스트푸드,24,40.1,16251.0,4,4.815216627011952,0
2023,3,CUST0449,경기,중식,54,28.4,31742.0,3,4.4845009218691985,0
2021,9,CUST0301,대구,양식,57,36.0,31230.0,3,4.644889661322777,0
2021,6,CUST0023,대구,한식,38,36.5,28466.0,5,4.4188760409909476,0
2022,7,CUST0444,대구,분식,62,32.2,47618.0,1,3.591742072641444,0
2021,11,CUST0395,서울,패스트푸드,63,22.7,6523.0,3,4.214394031782324,0
2023,8,CUST0357,서울,중식,48,21.9,32699.0,2,5.0,0
2022,7,CUST0284,인천,분식,29,26.2,19373.0,4,5.0,0
2023,2,CUST0187,경기,한식,24,26.1,3000.0,0,3.6082613467991385,0
2021,1,CUST0437,인천,패스트푸드,57,23.5,17870.0,0,4.127348438477251,0
2022,6,CUST0468,부산,한식,22,42.7,7772.0,3,4.672138465607491,0
2023,4,CUST0186,대구,중식,35,24.8,18789.0,1,3.4213000243144824,0
2023,3,CUST0014,서울,중식,48,28.6,19494.0,4,3.8185142119300957,0
2023,11,CUST0229,인천,일식,40,26.8,8120.0,0,4.704868475862024,0
2022,8,CUST0470,서울,패스트푸드,51,32.4,15565.0,3,4.429930726451599,1
2022,2,CUST0276,서울,일식,42,29.4,15526.0,3,4.778799258482787,0
2022,3,CUST0241,대구,중식,42,13.4,13637.0,4,5.0,0
2022,7,CUST0468,부산,일식,62,,13728.0,1,5.0,0
2023,5,CUST0496,부산,일식,45,35.1,10475.0,1,4.464345450239501,0
2023,8,CUST0365,경기,일식,64,36.1,18429.0,1,4.610311942007853,0
2023,5,CUST0223,부산,양식,56,29.6,25487.0,2,3.749014803736814,0
2021,8,CUST0111,대구,한식,62,,23182.0,3,5.0,0
2021,10,CUST0371,부산,한식,32,31.3,24082.0,1,5.0,0
2023,3,CUST0341,인천,패스트푸드,32,26.4,20799.0,0,5.0,0
2021,3,CUST0240,서울,양식,23,23.6,31322.0,2,3.9227087878917435,0
2021,3,CUST0174,서울,패스트푸드,57,34.2,3833.0,1,4.249077764297264,0
2023,6,CUST0458,부산,패스트푸드,44,31.1,17915.0,2,3.243075474315122,0
2021,1,CUST0131,부산,일식,49,32.5,41685.0,3,3.2801749533542344,0
2022,4,CUST0236,경기,분식,52,28.9,29120.0,3,3.4030425560568673,0
2022,1,CUST0245,서울,한식,41,22.5,12830.0,4,2.813031276666104,0
2022,8,CUST0171,서울,패스트푸드,31,30.3,8061.0,1,3.2638120698492505,0
2023,9,CUST0436,경기,분식,50,15.1,17849.0,4,3.766117737716196,0
2023,12,CUST0115,경기,한식,38,35.8,24942.0,4,4.15659588634013,0
2023,12,CUST0319,서울,양식,27,28.4,25634.0,1,3.3678018747428706,0
2023,3,CUST0034,대구,분식,60,38.8,15451.0,0,5.0,0
2023,9,CUST0002,서울,분식,66,53.6,41039.0,2,5.0,0
2023,6,CUST0477,경기,일식,68,16.5,26578.0,2,5.0,0
2021,10,CUST0234,인천,분식,46,37.0,29545.0,5,4.161839552929527,0
2021,1,CUST0435,서울,양식,30,29.3,20653.0,2,3.5617502724164583,0
2021,4,CUST0436,서울,양식,45,17.1,33103.0,1,5.0,0
2021,6,CUST0324,부산,일식,37,18.6,30396.0,0,4.978134292739892,0
2023,1,CUST0267,경기,중식,40,37.0,5169.0,3,3.969287940476216,0
2021,7,CUST0206,경기,중식,37,13.9,30082.0,2,4.653003340623496,0
2023,8,CUST0120,인천,한식,38,39.8,11253.0,0,4.615391487418204,0
2022,8,CUST0396,부산,분식,29,38.0,26568.0,1,4.870856227025528,0
2022,10,CUST0431,대구,패스트푸드,29,39.1,10301.0,0,3.883435968476836,0
2022,8,CUST0233,부산,중식,58,18.0,12311.0,2,5.0,0
2021,12,CUST0499,부산,분식,53,48.2,40764.0,4,3.9250509186475844,0
2023,6,CUST0220,서울,분식,29,22.4,3000.0,2,3.3092468123446412,0
2023,1,CUST0062,대구,일식,27,43.4,8262.0,1,3.9163927290973257,0
2021,6,CUST0314,부산,중식,27,27.6,37155.0,1,4.744347330823999,0
2021,8,CUST0464,인천,분식,53,12.5,7581.0,0,3.806517099913367,0
2022,7,CUST0141,서울,일식,53,20.1,9900.0,4,5.0,0
2022,2,CUST0379,대구,분식,68,20.5,14769.0,1,4.207905777598507,0
2021,2,CUST0359,인천,일식,61,52.9,16021.0,3,4.604866658112847,0
2021,12,CUST0028,인천,한식,69,,9828.0,2,3.720838643459566,0
2021,8,CUST0455,부산,일식,32,17.2,27765.0,0,3.489116618993553,0
2022,1,CUST0257,대구,중식,63,40.9,35487.0,2,4.095080248247387,0
2023,4,CUST0465,인천,패스트푸드,31,44.4,12341.0,3,3.2735071952558665,0
2021,1,CUST0032,인천,한식,56,28.6,33744.0,1,3.9540892534981777,0
2023,2,CUST0281,인천,패스트푸드,51,29.4,20030.0,1,4.07084721876924,0
2023,4,CUST0195,경기,중식,57,44.0,20085.0,2,3.992700514033245,0
2021,9,CUST0483,부산,패스트푸드,20,20.8,29884.0,5,5.0,0
2021,6,CUST0260,부산,패스트푸드,69,20.3,19900.0,2,3.9407173306618826,0
2021,5,CUST0367,부산,중식,59,,13294.0,2,4.2214670989541965,0
2023,4,CUST0088,대구,분식,69,24.6,13749.0,3,4.546235266318103,0
2023,12,CUST0269,경기,패스트푸드,25,28.3,20559.0,2,3.2234229324601507,0
2023,10,CUST0410,경기,분식,40,36.9,8877.0,1,2.7633796216397464,0
2023,12,CUST0023,경기,분식,42,32.0,26949.0,3,3.7250671355395246,0
2022,2,CUST0408,부산,일식,23,34.0,20540.0,2,5.0,0
2022,9,CUST0158,서울,한식,67,30.8,23063.0,6,4.129211715217248,0
2022,3,CUST0300,대구,중식,66,25.1,17153.0,2,3.903470945825806,1
2022,1,CUST0463,인천,패스트푸드,31,10.0,5894.0,2,4.806996469480213,0
2023,11,CUST0155,대구,한식,43,32.3,27788.0,1,3.0743733650695138,0
2023,8,CUST0028,인천,일식,44,31.5,29727.0,5,3.392447996090665,0
2022,3,CUST0394,부산,패스트푸드,57,35.6,20979.0,5,4.052866296443266,0
2022,4,CUST0196,서울,패스트푸드,28,25.9,18643.0,2,5.0,0
2022,12,CUST0486,서울,중식,64,35.5,22063.0,3,4.426285574770998,0
2022,5,CUST0289,부산,양식,46,28.9,24249.0,0,3.5562039370248644,0
2023,6,CUST0019,경기,분식,60,27.7,11788.0,1,4.769834612912421,0
2021,6,CUST0320,부산,일식,26,22.6,10448.0,0,4.926980457803065,0
2023,10,CUST0398,서울,중식,60,25.0,15253.0,0,4.050381194092887,0
2021,12,CUST0274,경기,양식,20,34.5,12239.0,2,,0
2023,7,CUST0094,부산,분식,53,41.1,21827.0,2,3.7677409438413325,0
2023,3,CUST0317,인천,양식,30,23.7,16459.0,3,4.558877740529932,0
2022,9,CUST0037,대구,한식,60,31.0,14153.0,3,3.566158790191711,0
2022,9,CUST0500,부산,패스트푸드,43,27.1,40077.0,2,4.0969910249615,0
2023,10,CUST0255,대구,패스트푸드,26,55.3,32855.0,2,5.0,0
2021,6,CUST0362,경기,분식,62,39.7,21830.0,3,5.0,0
2022,2,CUST0165,경기,한식,29,27.7,33472.0,3,5.0,0
2022,8,CUST0071,경기,분식,31,31.4,25201.0,2,3.7654507303937064,1
2021,9,CUST0049,경기,일식,37,37.2,13453.0,0,3.783049549387914,0
2023,4,CUST0387,대구,양식,49,20.0,15203.0,2,4.983867738099843,0
2023,5,CUST0455,경기,패스트푸드,66,31.1,30244.0,2,5.0,0
2023,2,CUST0475,경기,중식,46,34.7,12195.0,2,4.008254151562515,0
2022,12,CUST0464,경기,중식,55,28.8,10887.0,0,4.977399813382377,0
2021,1,CUST0453,서울,양식,68,15.7,37123.0,1,5.0,0
2023,4,CUST0295,인천,패스트푸드,27,35.1,19944.0,4,4.171463771156809,0
2023,11,CUST0124,대구,양식,53,17.7,19067.0,2,4.439501129639909,0
2021,2,CUST0357,부산,한식,39,29.3,14239.0,4,4.169861880578733,0
2021,3,CUST0185,인천,분식,19,19.1,3000.0,2,5.0,0
2023,8,CUST0145,서울,일식,42,26.9,23277.0,1,3.2608051126325783,0
2021,4,CUST0237,경기,양식,50,36.2,28404.0,1,4.266123774849973,0
2022,1,CUST0222,인천,패스트푸드,39,16.4,30375.0,1,4.087133691871258,0
2021,2,CUST0248,대구,일식,21,21.4,18013.0,1,4.783894873775578,0
2022,1,CUST0335,경기,패스트푸드,64,14.1,27840.0,1,4.085446180684124,0
2023,2,CUST0161,경기,중식,21,22.7,27902.0,4,3.7038681477033872,0
2021,3,CUST0259,부산,양식,34,21.5,20048.0,1,3.6755715187659175,1
2021,8,CUST0176,경기,중식,33,41.3,22692.0,5,3.2024560720053525,0
2023,2,CUST0119,부산,패스트푸드,58,25.2,22691.0,5,,0
2022,6,CUST0188,부산,양식,30,26.6,16241.0,2,4.122665104308557,0
2022,12,CUST0162,인천,양식,53,23.0,17271.0,4,3.5342296600587564,0
2023,11,CUST0242,경기,분식,47,28.9,35797.0,3,3.942934277674265,1
2022,12,CUST0162,대구,중식,22,20.8,19681.0,1,3.6052359835267707,0
2022,12,CUST0311,부산,일식,24,21.0,40991.0,3,4.509982120016137,0
2022,9,CUST0267,서울,양식,25,16.2,26600.0,3,3.9091910469239792,1
2021,8,CUST0296,경기,한식,48,32.0,21084.0,3,4.696920258633298,0
2022,3,CUST0053,부산,패스트푸드,38,22.8,24208.0,1,4.878101425305555,0
2022,11,CUST0332,인천,패스트푸드,60,32.4,28178.0,1,4.71137788062423,0
2023,3,CUST0165,서울,양식,51,33.9,20243.0,2,3.0127973199616176,0
2023,12,CUST0397,인천,패스트푸드,40,34.1,26936.0,3,3.8612757606284647,1
2021,8,CUST0450,부산,패스트푸드,35,45.8,4237.0,4,4.692397523115646,0
2023,11,CUST0354,경기,패스트푸드,62,41.7,25818.0,2,3.880267187702805,0
2021,7,CUST0121,서울,일식,38,37.7,23042.0,5,4.907495506286599,0
2021,7,CUST0261,부산,한식,50,,11731.0,2,3.5387767877300833,0
2022,8,CUST0110,부산,중식,61,28.1,17748.0,0,3.2415021155918198,0
2021,10,CUST0349,경기,분식,47,28.7,17124.0,1,3.533900857369712,0
2023,7,CUST0498,서울,분식,22,17.1,12383.0,4,4.412644341134188,0
2022,11,CUST0095,대구,분식,38,20.9,22031.0,1,4.994304650436738,0
2022,4,CUST0242,대구,일식,60,32.0,27409.0,1,4.597636223898022,0
2023,7,CUST0256,인천,중식,38,39.1,21060.0,2,4.478262149212897,0
2021,8,CUST0474,경기,패스트푸드,44,40.0,8135.0,0,4.364762992265473,1
2022,11,CUST0122,서울,패스트푸드,38,25.9,12688.0,2,4.2120235309273415,0
2021,8,CUST0211,경기,분식,46,26.4,28763.0,1,5.0,0
2021,4,CUST0040,대구,패스트푸드,62,21.8,11060.0,2,3.9884501143702504,0
2022,8,CUST0003,서울,한식,56,43.1,32586.0,3,4.335937067413403,0
2021,10,CUST0431,서울,양식,51,26.1,13794.0,3,3.5381971522748508,0
2022,5,CUST0145,인천,분식,48,23.2,27759.0,2,3.9496585574745353,0
2023,4,CUST0387,대구,분식,68,34.6,16796.0,1,4.5012254754146905,0
2023,5,CUST0143,인천,양식,53,,13147.0,2,4.734725618708455,0
2023,11,CUST0298,대구,일식,44,22.7,7673.0,2,5.0,0
2021,1,CUST0183,대구,일식,46,14.5,27988.0,4,4.439628100081726,0
2023,9,CUST0121,부산,일식,43,16.3,14065.0,2,5.0,0
2021,3,CUST0213,경기,양식,67,39.8,19279.0,2,5.0,0
2021,7,CUST0027,서울,양식,66,41.1,27163.0,1,3.6015863030948783,0
2021,10,CUST0013,대구,한식,44,27.5,32722.0,1,3.9763951224348646,0
2022,4,CUST0361,경기,분식,29,32.7,14991.0,1,4.368677106817992,0
2022,10,CUST0085,경기,한식,53,32.9,19405.0,2,3.876327096243354,0
2021,4,CUST0425,인천,분식,42,26.7,17659.0,4,4.992973737879439,0
2021,6,CUST0238,경기,한식,67,28.7,12950.0,1,5.0,0
2023,12,CUST0107,인천,중식,39,10.0,20679.0,3,4.191759069357685,0
2021,11,CUST0229,경기,양식,57,30.9,18256.0,2,4.799972519112923,0
2023,1,CUST0097,서울,한식,57,40.7,7257.0,2,4.1177214064262815,0
2021,1,CUST0416,경기,일식,28,22.4,37183.0,0,2.8180550801634108,0
2021,9,CUST0499,대구,분식,22,22.5,25408.0,3,3.7301899567326418,0
2021,5,CUST0230,대구,일식,30,26.1,15088.0,3,3.703331922049998,1
2023,10,CUST0489,서울,일식,54,31.4,19865.0,1,4.81154235448409,0
2021,8,CUST0427,경기,중식,58,39.7,18685.0,2,4.923001123697766,0
2023,9,CUST0394,부산,양식,53,16.6,27722.0,0,4.84952844872908,0
2022,10,CUST0277,인천,중식,51,29.7,19411.0,2,5.0,0
2021,11,CUST0032,경기,패스트푸드,45,33.9,33732.0,2,4.068364321491794,0
2023,4,CUST0300,부산,패스트푸드,60,23.1,21471.0,1,4.03276294209887,0
2022,6,CUST0125,인천,분식,19,22.9,15875.0,2,4.354445327070037,0
2022,9,CUST0470,인천,분식,19,35.4,32827.0,2,4.035669471783262,0
2022,2,CUST0013,경기,분식,20,15.0,34746.0,2,3.9552677524941147,0
2022,11,CUST0159,부산,패스트푸드,19,24.3,24569.0,4,4.549887987322087,0
2022,1,CUST0122,경기,중식,20,47.3,13988.0,4,3.7283270406475553,0
2021,4,CUST0430,부산,패스트푸드,67,33.3,25558.0,0,4.186406384186676,0
2022,8,CUST0477,대구,중식,69,36.5,17304.0,0,2.8580877935147386,1
2023,5,CUST0369,대구,분식,47,37.8,24303.0,1,1.9526285914903272,0
2022,1,CUST0218,경기,일식,28,39.7,4412.0,1,5.0,0
2022,2,CUST0242,경기,양식,39,31.0,8521.0,2,4.827860961425519,0
2022,6,CUST0051,경기,양식,52,33.6,19054.0,3,4.23499330249661,1
2021,1,CUST0057,대구,일식,59,29.3,24823.0,3,4.438478204027704,0
2022,6,CUST0089,대구,중식,56,35.8,30922.0,3,4.83371556351416,0
2023,4,CUST0162,대구,패스트푸드,20,45.4,21767.0,1,5.0,0
2023,8,CUST0152,인천,패스트푸드,26,21.0,20892.0,3,,0
2023,11,CUST0390,서울,양식,26,24.2,3217.0,2,3.873212365551349,0
2022,11,CUST0207,서울,일식,44,42.1,15414.0,5,3.2082337058065074,0
2022,4,CUST0468,인천,일식,64,33.7,25045.0,2,5.0,0
2023,2,CUST0131,인천,중식,55,23.6,17539.0,3,3.7518185820265444,0
2023,9,CUST0023,인천,한식,65,37.1,20216.0,2,2.5257665060642047,0
2021,2,CUST0177,인천,한식,23,33.5,16361.0,2,,0
2022,11,CUST0081,서울,중식,51,45.6,16196.0,2,3.9513507490986255,0
2021,4,CUST0207,인천,한식,47,19.9,13620.0,2,3.4000967886869344,0
2023,5,CUST0057,부산,양식,65,36.2,11715.0,1,3.6710831848749534,0
2022,5,CUST0107,서울,분식,61,29.9,28052.0,5,3.5820470571303167,1
2023,11,CUST0450,경기,중식,18,50.7,15017.0,1,3.6888822710026217,0
2021,7,CUST0080,서울,한식,28,20.8,15370.0,1,3.697370669553452,0
2021,4,CUST0276,경기,한식,25,34.5,23727.0,2,4.8145756366954515,0
2023,2,CUST0296,대구,중식,31,39.1,10957.0,2,4.916898008148241,0
2021,3,CUST0240,대구,패스트푸드,48,26.3,20556.0,2,5.0,0
2021,12,CUST0311,인천,중식,63,23.7,20072.0,0,3.697114741138866,0
2022,4,CUST0488,부산,일식,37,30.6,19414.0,3,4.773894453140457,0
